mz_rt	BD01	BD02	BD03	BD04	BD05	BD06	BD07	BD08	BD09	BD10	BD11	BD12	BD13	BD14	BD15	BD16	BD17	BD18	BD19	BD20	BD21	BD22	BD23	BD24	BD25	BD26	BD27	BD28	BD29	BD30	CT01	CT02	CT03	CT04	CT05	CT06	CT07	CT08	CT09	CT10	CT11	CT12	CT13	CT14	CT15	CT16	CT17	CT18	CT19	CT20	CT21	CT22	CT23	CT24	CT25	CT26	CT27	CT28	CT29	CT30	SZ01	SZ02	SZ03	SZ04	SZ05	SZ06	SZ07	SZ08	SZ09	SZ10	SZ11	SZ12	SZ13	SZ14	SZ15	SZ16	SZ17	SZ18	SZ19	SZ20	SZ21	SZ22	SZ23	SZ24	SZ25	SZ26	SZ27	SZ28	SZ29	SZ30	QC_1_2	QC_2	QC_2_2	QC_2_3	QC_2_4	QC_3	QC_4	QC_4_2	QC_4_3	QC_5	QC_5_2	QC_5_3	QC_5_4
110.024128691022_11.1844812	1079673.94550	1038482.32964	1189821.02927	1141641.94709	1576170.24155	1152512.93594	1494405.18802	1095063.67545	1048198.41182	1210578.81243	1102438.76546	1132566.40490	1005894.15688	1105969.08878	1294439.37104	1407677.44327	1354622.34754	1205558.43075	1053796.34949	961653.02650	1372203.38775	1039460.93214	1161981.08684	1226168.52045	1254114.44286	1220884.25232	1465974.45717	1084499.61511	1020999.91622	1196166.18793	1098225.54008	1744968.81992	1342019.93151	1338831.00189	1785698.02596	1226334.46478	1291386.32228	1105892.95434	993475.47634	1357241.90888	1275020.78803	1138322.18837	1046971.17715	1090020.05965	993408.43462	1373784.11528	1136128.14854	1162885.50989	2473964.22305	1066653.81479	1101122.44456	1059976.91879	1357617.93895	1064028.32749	1283779.42726	1034738.99197	1163989.68174	1097798.63761	1137257.14630	1060755.09374	1272042.53148	1525278.03021	1274225.53210	1174979.10508	1225469.75615	1412026.06653	1125051.25099	990683.60076	1212272.61440	1237254.54515	1166889.42430	1067981.79822	1072982.12730	998558.32964	1131261.48799	1044516.16448	1177063.44745	1160213.69013	1174873.42264	1414656.83104	1078520.41795	1395468.90529	1129223.72149	1023156.38320	975933.87705	1283528.46622	1145566.68133	1144867.71181	1855259.83356	1149372.27540	1506570.41509	1949494.28738	1234450.11529	1178367.58477	1731705.25131	2689309.96450	1545705.32053	1149274.58304	1142165.63266	1463092.06516	1157612.11343	1035928.72147	1120434.74898
112.985005035962_1189.5645	131498446.01708	132670919.44043	130943603.28165	134294929.18436	150869578.83934	127113946.16087	137822548.07413	135892193.80875	131825307.33355	143795279.43022	135000448.86336	126169070.46241	121216901.35964	145061240.71839	128471550.84067	136429286.49896	135019773.68587	139654274.06308	127954877.36587	126476842.79354	139039791.91263	125268240.20104	135712591.74635	137209521.04801	119098154.93666	119242245.15610	137031431.26595	136184009.21892	131470700.79191	134062538.41425	141083045.25474	155713693.90635	143330408.12745	142501079.10880	134442960.90480	209401791.06216	139890357.26757	130244176.75315	135286772.82054	131235891.08645	140009016.46882	127093344.32189	134971096.52844	137120341.29842	130920856.41257	136853442.52968	132114672.64558	123436566.57228	872128.74842	129559037.23817	135973130.89208	132866728.59479	129054600.27477	133513797.93811	130667760.99288	137492605.99914	123843345.74191	133936026.06723	142538225.20953	126555899.36495	147003007.38107	139187910.74013	137873524.59721	141929464.68918	132375666.65742	144637970.11210	141685014.83680	127915993.43070	134399783.35484	122513587.35934	120686065.17229	142089512.73815	136864594.11312	129692756.66092	136017587.12474	133790257.29584	132295560.45941	146871034.77938	130475471.76486	137770679.64595	131189891.42454	135176260.36082	129747988.02536	133349664.01999	133611752.92119	130841136.17186	148153780.58321	139957230.21065	132421041.73260	123340197.00979	126935994.97799	194295998.35394	130813770.17497	136130857.34996	137723645.10775	164949184.88248	141038665.83300	120752304.76339	122568531.55790	134107360.74085	135522532.46705	133043977.99134	137577601.75160
112.985000775669_44.2136775	377726010.02537	413338067.38315	219216555.12103	479841973.09122	815285289.97035	177563596.95262	322414602.03501	284674974.75932	295524982.81637	547489462.95348	184833928.71422	181602242.38987	424212109.68017	398577206.86343	115562506.43010	175493207.74937	617003723.74704	271821412.66535	377650852.29647	197324367.60995	166611745.97672	236709470.72407	554645063.82244	279516652.27132	363790919.11733	284641500.50361	174725845.28215	278598249.89802	382815791.01678	602605554.34605	247944190.31483	928382098.21932	222484501.58911	491022072.93784	178804888.38870	1293224190.40476	170127842.06195	194711814.57264	368214428.46065	230024263.41096	408431874.11177	440788588.14786	214321642.17921	513377584.25332	175570984.03833	329652146.53076	222023320.44541	239081548.81778	916717261.89294	166645568.96974	215458358.98969	259768024.20432	294258739.63327	608755423.55391	149885484.02076	185615130.18579	284462092.29586	530057750.26512	183828067.16203	436209445.41531	458834112.99737	293191922.47185	257963202.47143	152558214.75468	258181859.72183	748073073.39255	476907099.65436	252172649.13537	185968967.77057	198150096.84989	226488807.22140	538370510.24252	236270545.57391	269065329.76184	429902390.56101	392125329.27398	315040815.81072	127760339.39894	178919202.70649	358000773.77171	140263295.25397	206211216.13113	208796231.75301	272966332.59186	245702720.43706	546853977.82847	374227919.45081	201520154.69717	118389917.23338	443563642.19177	192871161.46211	630138874.21013	355799227.34993	327357449.65896	170928224.45594	222524162.58433	368905899.56244	281614180.17746	261423445.54186	515644272.60994	468051299.82616	446383356.07602	446132367.14834
113.925657706902_1184.64537	3823315.35771	5537856.59326	6308350.54507	5637473.78035	9293630.29124	6645916.86199	4094403.79057	4400885.18805	4261004.00210	4334239.56924	4720411.33233	4672952.83269	5150111.38532	5570645.68330	3741201.16910	7692234.10120	6131484.44559	4514849.67928	5714667.72026	4226966.10715	4259922.71605	4228073.50534	5371925.14787	4836296.32035	6619023.58159	5686819.93906	4534558.37290	4298896.50341	4826558.16025	5536561.73031	4297184.97087	9836711.52089	6791888.16700	7782739.59785	4813797.42307	5209895.15767	4328914.35476	5685333.17130	4054484.90958	8110454.34185	6517384.00523	5772084.27463	4430713.67629	4737363.52880	3837849.54927	7756134.08447	4718876.74570	5857149.18161	5563877.05521	4160320.56735	4021073.29852	4221234.04370	5942163.70061	4938188.57038	4469863.93292	4580926.20335	6235239.03091	4811265.22877	4819901.70200	3879435.79624	4337046.68760	6664677.39108	4196763.41066	4639692.14645	6109959.14125	5588382.76924	5739682.14743	4862603.62687	4268011.90574	4960311.48385	5886117.39457	5554005.49133	4849638.63759	3897815.45368	4043874.75078	4238956.71157	6156666.29464	4769389.51316	5593116.58739	8521303.16270	3865480.27771	8566634.55073	5361868.74394	4612853.39784	4682836.96667	7677391.40353	4170567.95288	4226493.96161	5707372.36752	5412563.08232	5743466.58442	6811139.08162	7197228.10907	5635900.83433	4269289.70209	7968090.36751	7733760.51149	6607091.90534	5787355.70649	7805730.65468	5466118.87558	4938632.13164	4397656.15841
113.988400480654_44.2535874	8145877.30185	8750059.59609	4712039.69947	10433727.38901	18209992.33250	3594769.70007	6647228.23759	6133049.74470	6546333.30059	11925005.94928	3781362.55824	3728870.59900	9425281.81089	8678649.37229	2340750.14780	3740453.22863	13261931.43142	5613641.39729	8469719.16248	4210860.51339	3506168.92210	5241583.32690	11777033.96592	5821350.92415	7806184.83694	6033635.34205	3705518.59017	5985985.86316	8006684.95757	13510104.83893	5143885.84548	20724202.09924	4465685.65967	10478843.46902	3835999.87155	27078058.83866	3588421.70128	4103692.78134	8051150.58113	5043406.40039	9081594.92972	9372420.77544	4704334.89125	10589071.80546	3688815.01462	7053077.43070	4520810.04591	5078532.64686	19112767.79720	3566303.05391	4619252.13611	5411675.48028	6427099.66410	14000622.44412	3122459.15314	3929504.91408	6060251.04630	10934584.73363	3940566.43482	9433891.58614	9442996.99233	6169112.33347	5160845.87550	3171085.82574	5596615.14661	16124449.09504	10269090.36045	5221009.18106	3827907.38809	4108056.56216	4813292.00712	11871808.37476	5015000.46432	5862784.21742	9219380.94635	8611723.60646	6654446.10207	2620080.49287	3820293.36831	7344770.97994	2874762.74844	4286771.44561	4503811.42405	5770144.27479	5270427.95540	11468877.33966	8118692.19585	4179543.38339	2473967.18656	9608316.30857	4178393.89043	13597085.01505	7535152.63630	7130443.53956	3620997.91848	4899685.50608	7701847.21340	6066490.21676	5565261.32630	10705315.94445	10034419.14076	9666854.66856	9624671.11137
115.039481174562_9.4540272	12052146.61216	6161361.77467	7770483.60543	11504059.73915	10984746.76789	7480935.55691	11761848.95365	10672013.94621	6724304.18498	11223453.04657	10732489.76304	11170922.84797	6302418.48340	6252724.06594	6652522.32576	8030346.87108	12814247.82746	10777508.14693	10991151.47219	9802040.64386	5708424.63049	9972215.11125	11678185.43143	6513389.33751	8633837.52474	6871462.91853	5399402.49210	10883330.59992	11162031.73783	6525270.85373	5736976.11026	11683003.38050	12373348.28981	8517300.58502	6798429.29825	11483447.30131	11069337.95062	7817756.24825	6822878.85689	9492147.24986	7970892.71595	7666820.68387	6185445.74689	6701114.73369	0.00000	9659471.39777	11335862.34419	7704199.85929	29787059.45887	6033555.40184	6693958.94380	10596946.53296	8012247.06522	11440719.39495	10140580.91242	6126435.75082	7070640.49692	10999358.66116	6431748.09098	11027892.72186	6141368.85443	7979247.16284	7073072.77368	5854228.67122	12110384.61796	7424957.98181	5925599.34983	6295283.03658	10081198.17661	6771243.90472	7027078.75335	11841814.55843	10549876.52756	0.00000	12092559.09710	10552414.48979	12755580.55615	6470542.54188	10667462.48078	8604344.13028	0.00000	10071533.73236	9890680.65547	10237375.53142	9671091.07817	7804355.16512	9728472.37458	10765381.95329	10259911.51699	11164039.60836	7501408.87872	16403096.93491	8534509.92562	11751945.25457	10286771.98948	13049454.58324	11242462.24464	7843060.35641	11254645.66187	11183213.28351	11637579.58373	11230287.52339	6499646.83691
115.075793551736_85.490298	1212929.05783	1619293.52842	938466.19826	1631283.68300	611552.50447	1771148.92996	1356106.38800	1592399.14838	1493304.84692	882688.29459	1331653.87519	1290199.21337	1448152.43748	886535.42621	1870660.37828	1021696.47167	926178.10640	1244016.21455	1280359.78932	1870473.40556	1831303.74636	1704450.65618	894602.56253	1945108.49477	1697853.18388	1682840.94574	1740308.59418	1612858.50114	1254725.64025	671791.51380	1084139.89491	685360.92838	961633.04181	548772.98217	852458.81363	644310.55712	1176286.36467	1211104.71748	1186257.22628	840978.49125	1232768.49779	1457596.59075	933338.70397	1137982.91342	1695692.92978	801299.02675	1396927.11165	1123266.65870	973155.31993	1841250.88922	1484311.67276	1480519.08177	1537035.06157	670413.97121	1678552.54878	2052469.24440	1040073.32798	907460.99867	1082249.99928	1279588.05065	1095875.06328	1217770.03914	1900365.73042	1173612.15913	1761195.68357	1027735.68747	1113975.52558	1407343.74844	1205358.27660	2283507.98294	1218299.17979	1152856.44169	1939953.77035	1556202.01818	1259256.18005	1263172.46952	858556.17395	1635183.15302	1598169.48388	847647.10933	1312876.03800	1334986.45290	1257597.61354	1439342.06906	1586248.89184	935585.32548	1226917.41356	1755939.65787	1215774.44790	1159588.80182	1458265.56100	671984.40718	1087563.57333	1027624.37025	1097484.31474	1213359.79925	1003757.25225	1260577.72613	1354331.81005	895412.15370	1151272.50196	1147594.61464	1130768.08978
115.920112902599_1184.64537	82449601.75591	110944026.36944	127816042.59491	118563640.01236	186247449.93656	137230557.87329	86560658.06485	92578345.94542	90040958.45752	88363779.49703	98504896.14763	99144304.17818	103428520.25624	110410305.39156	79982647.64798	154350041.46010	130188621.63944	91706544.17040	116076298.58019	86592009.99999	85738073.75213	88214217.45196	110010835.89508	101384897.65157	133251963.77128	118892251.46904	92004504.15227	92859585.59252	100617656.26398	116853230.00901	89007358.68404	200522237.13285	134349292.99423	157500230.17361	95688621.74145	104977448.06567	92026994.94321	117917724.15765	83369900.42570	165495202.05647	135647470.11483	121826640.71632	90933911.73817	102882683.28858	79271647.43824	153951335.19818	99568561.89702	118782122.44528	115150211.36944	83878556.41933	81639437.26356	85245459.49762	121970388.35560	101416732.45002	96180728.69399	94201602.53791	129158267.62164	97653956.20864	97585535.68846	81567062.34219	88147011.24629	134726981.64189	86210615.21934	95208618.83027	125889963.19395	120035406.75447	120299119.41063	99590523.54062	92083386.88606	103848903.59027	119977831.62758	114034384.89216	100259296.40848	82794245.34884	86103050.87091	90154680.25008	124526614.16479	99121202.92498	112202247.52366	171219207.69728	82438975.33717	174426017.90557	112117669.90469	94450974.20652	94623407.24784	158454019.11294	85193405.96810	86177346.18228	116533715.78167	112530205.52358	122566700.16226	141996283.54618	148099120.64082	117212727.19216	92668140.52858	158892567.50765	160991098.46826	134523654.82022	116945093.15136	161528665.78907	109856463.86147	103414820.65027	92877267.33380
116.927939705252_1183.34142	10152689.93802	13792963.04032	17213404.37755	14095165.51878	28958542.44046	28987849.31865	10731260.93010	11051758.83724	11071196.21044	11106503.64826	11210282.37872	10747990.01552	13906688.72263	12982317.14391	9813597.72325	30474071.61157	27874356.50682	11669565.41614	14295084.25505	9912667.27372	10752516.17717	10171538.45052	12417922.63352	11527463.26376	23968869.53885	25582738.26391	11276758.16624	10588690.76545	12076246.65132	13724048.23671	11246263.16847	28167135.89984	16870752.95305	31724955.24025	11725169.00626	12209639.66818	11643752.38250	15425370.96846	10805051.62759	22231088.67572	29602226.70464	28689497.51236	10701178.59669	11968977.26269	10350265.43623	32853570.52292	11624558.20280	15502882.46495	12996857.99470	10694664.33245	10737271.77126	10675632.22832	16547627.38336	12682073.96142	10671922.30776	11563662.04537	29131093.14249	10860122.98675	11110910.15487	9838548.23499	11507134.02922	18319155.57380	10813929.99788	11737345.41354	15933563.20885	14678495.84225	13334755.08703	11113552.61230	11039222.24607	11626089.42132	15533955.00879	13126582.93765	12389748.74843	10170310.45357	10387144.00209	10716363.12321	16280516.42345	12523835.41556	14192895.28857	30165073.46549	10408453.98606	26716464.46562	12932846.46122	10984129.42416	11441508.96653	30574599.23919	10346857.48351	11182923.32325	15575376.64440	14405246.24984	29129140.55439	17238189.55844	32946326.45823	13572465.76176	11237513.59150	20115014.76377	22299311.71492	27301586.65865	25785146.56841	23325208.87405	13181836.43687	12512111.12623	11337338.96370
116.920325069382_1046.0817	11940242.57534	16396456.45894	21704772.72880	34307055.36192	37724510.72837	35147753.29454	11765328.59411	13780057.21773	13535659.01874	13103085.12196	13154662.55654	14858646.03865	27721703.63037	16112765.28801	11705429.45575	37768147.52800	19791659.37862	13192078.72569	17453126.87542	11249073.38431	24048831.12209	12960741.40821	15895995.10414	25118983.02624	31527501.19301	30271836.91803	13054800.49096	12286619.91280	15341662.74406	19026310.38674	13456725.14631	44537423.08082	22358568.19166	42655968.60095	13149974.82302	12474564.22701	14604341.45239	18114942.82932	11475523.28286	36506621.94629	34539201.61144	31483682.67982	12936414.32710	15245353.48994	10921482.37631	41756525.59307	15442235.87160	19993736.52999	16773044.85805	11344642.83947	11867103.95496	11169145.93271	30708899.61933	14830280.84536	25303469.36124	24622066.54442	34091549.68946	14051162.66644	12004228.43545	12800895.98615	13405023.51136	37625660.05321	11933755.46704	14243810.14060	31643949.52529	19584547.07730	19509620.04882	15013915.90485	13109978.19481	16724881.57885	33942900.60155	17433132.71209	26865317.05683	10422749.65283	11825927.04708	12211831.67972	20405500.78871	14509957.69129	18750757.71399	38248545.51871	11440595.47204	23804530.95910	17603708.14609	13124630.45059	14303637.20181	36140381.76038	11434069.82329	12196077.65895	17723658.36427	18122593.06313	20472173.41736	13701464.69201	38192163.31410	17701668.92424	14060831.79812	17345134.37977	19843515.62722	34109803.41084	19219338.31739	30156953.13212	16111599.28743	13922193.36284	13039657.67196
117.918505704831_1184.73657	1820400.32290	2582507.99184	3040732.50912	2697390.32119	4536850.43100	3099992.22175	1925706.26987	2012263.24053	1959512.07390	1933411.42823	2127549.35861	2234037.15474	2358666.15485	2541902.96030	1746587.58071	3665976.13668	3027565.66311	2089752.26290	2687300.44793	1950126.30137	1940998.13734	1918539.76346	2526484.28357	2085805.71952	3168528.56531	2630050.40536	2152913.78279	2045520.48167	2340055.74937	2682905.99649	2029955.59443	4576130.14608	3255540.29855	3818217.01409	2200376.98289	2328976.18368	1967980.85139	2738082.80948	1845265.75538	3900964.34561	3270275.24392	2797299.57390	2010189.97601	2334133.47581	1818460.38672	3718129.24537	2248445.37815	2996275.66183	2832493.79158	1893852.32485	1825616.09460	2055165.48119	2840161.19001	2442766.04572	2042351.39826	2143817.30251	2927189.00974	2162081.66899	2263801.06310	1825491.50430	1859657.99441	3239598.76600	1811236.59821	2128791.47491	2878511.07629	2828826.46575	2680652.88182	2288775.98387	1989040.99452	2276010.65815	2737930.64776	2515648.00040	2263949.31968	1751876.85096	1799437.67092	2045789.35974	2937219.48613	2165159.43247	2567057.40562	3928422.36365	1791278.41706	4053932.29130	2506913.02330	2096879.02425	2237581.59745	3906484.87111	1948400.92190	1976926.97700	2660478.51802	2421486.27735	2795101.64667	3470431.10746	3345633.25817	2567816.70320	2084971.96407	3601063.47989	3655572.27400	3009061.21869	2622526.86695	3807981.48606	2531770.89566	2366928.92286	2130616.92840
119.034318738754_41.930469	7260475.88426	7595340.95517	4599464.33419	8523003.76714	10910008.38611	3781434.15759	8124510.52811	6388287.22954	6424490.47268	7953506.64276	4471705.62574	5737400.75833	10348604.47315	7623648.92911	1506551.86059	2224993.00106	9518085.22039	5181124.33093	7461592.26646	4670862.89474	4471265.49860	6544073.71008	8364831.53299	5429590.58965	8117461.91068	5721302.35276	4112485.58267	3983006.66853	9039715.58640	8458145.91504	5993793.85309	10743728.89367	4939017.93044	7116530.75120	3952402.52037	5755049.90092	3746726.86369	5346935.74974	8312961.46071	2495536.12036	7956764.43692	7174260.97776	5316421.05544	9921889.23497	3796404.09333	6570660.44000	5263570.00628	4436422.60057	3830641.15047	3672100.38985	4214105.07297	5763724.72552	4753840.78417	11182439.11079	4034951.65901	4414122.55960	5619256.25343	7775586.97226	4911922.52369	8619322.36405	9838884.57906	4111025.36609	5180937.10378	4564944.49622	5696501.30174	9234461.83870	7608618.92028	6339152.34735	5108412.59474	4422592.35237	3828033.07980	10017165.66752	5157541.14426	5608432.40491	7959565.62331	7639925.80710	7208492.90396	1610488.08267	3114849.43769	8296339.24867	4022921.60128	5187065.15248	5035406.74464	5967685.77357	5733294.72224	9890067.26561	4775662.91981	5704076.83374	3276209.72204	9212930.96541	4285326.21163	7372778.10008	7146567.17232	6782220.46311	3616446.63163	3291269.79384	4967270.01441	4150844.75553	3927630.88243	8413626.78363	7927069.16890	7355255.68872	8032898.64464
121.02897492414_10.8710223	38367889.64365	38187571.16692	27175016.26793	39489232.69322	30484184.04260	25256338.85164	35690983.61846	37263555.89639	36993051.54410	33533558.09599	35749552.81398	33255061.18843	37001962.78930	39661152.28055	38556620.14793	25870687.22275	45166537.78995	38794003.12468	39131891.61930	34619193.59977	23908026.19697	33467338.68540	37810134.41459	40468148.21449	38628300.11251	40411986.05524	38373151.03738	35240306.55666	35883910.04908	37241026.28594	37171872.73826	32265742.17342	41192121.96034	48843841.27600	36227332.42142	33040449.17742	38053193.44888	30504229.25950	36976110.19547	28228759.00632	43058725.54062	40692050.80296	36142329.32611	38085621.48083	36296744.25437	29105437.13998	36581510.75607	25606418.67828	77340998.46742	36072367.99982	35950662.75706	37312938.85679	41069264.24873	36814077.14167	35020845.16444	37195433.52289	25648781.40205	35194899.25315	36484528.24681	35235414.67247	26304748.79061	29704542.64933	37759384.55530	27667405.81975	43881873.55387	40168541.16639	25402914.29903	33820723.79923	32990801.62146	34025970.36282	24315532.70173	38855083.30089	38531025.34743	35566975.31973	39780940.22479	35276085.72563	40373429.94829	39812209.32755	40408528.23834	26178565.13006	34953704.65292	25492602.84777	33514392.26987	35365105.65801	34156733.88797	24291752.72307	26494543.79269	35219670.97747	35200353.22137	36581006.35123	40836949.61036	31760780.24772	30279120.54119	39286481.26499	37699008.03663	28019962.68236	25620070.71474	27587487.75731	40553154.48020	27428929.54902	37308375.80187	36680337.36086	35998047.56420
122.024240798166_5.63176698	11922578.84388	13897194.25553	14909814.57244	14585208.19916	15286813.97602	15340276.28580	13373898.76659	13610912.40456	13004234.54850	12882236.81236	13550721.32707	14070668.93057	13541746.32737	13974999.40121	12184506.11980	14331189.71499	15586847.10403	13452839.10620	14071914.86579	11665550.40770	13050091.41724	12393448.30313	14622418.54421	13458802.88245	14171145.34427	14208708.33769	12690275.84817	12777037.88036	13242610.57224	13892650.42263	12804115.51847	17568764.28855	16021961.15843	15720211.62458	13387989.02874	8596869.90964	13756461.72758	15567287.86357	12606068.31113	14678783.71575	15695208.26126	15259201.97066	12613443.34111	14277616.90008	11763996.59304	14781760.35436	13746812.41196	13865070.16937	13363431.27977	12213010.24226	12314848.96810	12525895.64215	15284303.35859	13559761.84806	12824849.67446	13058773.96848	14251977.04104	14068215.79906	13036043.12547	11629526.69777	13956754.69694	15810336.08041	12223089.62209	13353517.98654	15579017.86688	15845188.61896	14407412.00808	13323258.04571	14460120.89655	13351683.51537	13590901.27510	14489462.55790	14295936.57095	11382266.54724	12977151.75365	13921805.56488	15318174.01127	13846094.43661	15496144.90971	14902630.18256	11739097.91092	14334787.39355	13604169.13778	12650245.18238	12890331.58620	14520659.59430	11542915.31913	13568927.29826	15763780.84479	13833411.86758	14963348.95167	13937405.43373	15944268.36498	15738978.79711	13064491.47191	13326234.50227	13049743.37313	14896813.30585	14178586.28820	14309580.42730	14388526.91059	13432384.94622	14559988.51501
122.893651030229_35.19462	5319383.78652	5332548.40901	5990734.52269	5832264.08399	8931513.25775	5209445.50232	5915149.60495	5971936.62458	5647780.41920	5973073.78046	5878135.14588	4988267.41797	4195804.87582	5972550.14824	4292321.48870	5865417.72224	6512916.56675	5968566.62932	5707636.85290	5246193.93419	5232456.89150	5595895.28495	5716516.91603	5548601.64121	5831100.31548	5456109.52514	5017303.60022	5679750.36109	5600677.39198	5100024.77631	5901589.00146	8200360.26524	6172329.86321	7425727.76225	5541471.29795	1939240.93910	5815437.89078	5558180.34097	5631839.92075	7779346.60857	6109205.86804	6019776.32319	5234683.25440	6588990.33180	4702237.46397	7307015.26986	5321452.96020	5697561.45390	3203840.50754	5088563.57289	4849567.76225	5634221.78026	5878411.40389	5676690.03479	5388663.83807	5484611.83249	5504105.09194	5971825.94926	5711751.24501	6075300.94476	6839933.09236	5723810.70763	5992828.35867	4958200.45676	6131875.30879	5266675.93561	6270139.66247	5176743.87192	5141145.40639	4442583.77955	4984035.28854	5908288.48440	5343144.43345	5020924.41453	5443675.66509	6258485.94168	6123577.20853	4239545.80416	5524400.55466	6906174.01969	4582490.08860	7838989.60599	4931591.51629	5620309.15655	5491203.75239	7545415.39056	4008173.29766	6107930.78697	5345695.14249	5245897.95395	5797855.68600	7449462.24537	6489708.55757	5864604.74761	5502450.05225	6176709.45869	7374612.31468	5857726.66481	5229548.92386	7987957.76242	5619464.36913	5908832.99435	5380713.37684
128.034834549039_41.8140168	4837519.30527	7539767.83625	3650625.50812	8711364.19628	9089157.67261	5152155.61281	3906740.01470	5222338.82458	5554262.54723	7802345.91042	3405940.02424	4114855.44186	5972716.49229	5176161.43468	16848137.47473	3846808.24386	6049469.94051	5604746.52335	6239978.97073	3146093.73139	3366230.41777	5523764.32815	6405994.63165	4458111.53917	4744042.22479	6161685.65873	4271102.41947	5235598.21579	4664708.25915	5261294.69922	7590843.16433	10977679.69376	6054932.21473	22792238.03921	3136291.09499	6226706.08918	3908649.18158	4161327.07412	5540362.43309	3292068.04666	7090757.42277	8171994.11766	2979792.53567	10156773.15128	4961107.29393	5549059.99288	3458062.75325	3936841.05118	10078614.89970	4714284.44201	4048879.75745	3696568.05281	6209358.60000	6052679.13421	2641653.95123	3646729.17352	4571470.12958	5330329.80749	4263112.70506	4721474.68440	7544865.44789	3818688.71123	9115456.17893	3325924.28749	5551142.28900	9914949.75593	11242651.88275	4028696.77287	2749821.87912	4962975.31398	3803904.73076	9976807.73412	4473339.05916	5394749.06357	9914489.64305	5818632.69547	3969608.54372	2538277.37891	2978587.18503	5307219.44430	5051683.61699	6019999.62324	2956906.97237	4220814.68867	3986134.22446	9807162.77606	7176180.83706	5314494.39516	4205489.58771	5323539.96149	6859189.95341	6588048.98870	5221598.19341	5082306.37333	3996678.45147	5746975.11828	4891203.93335	4281495.27308	3931179.31033	7681817.41906	7478868.81384	7130552.30410	7219767.88372
128.959074752846_1187.17044	4189779.25224	4625205.63371	2891878.59968	4637156.00707	3452505.12181	2900895.03427	4749668.02552	4377394.72295	4152552.85690	5089544.46279	4412346.80816	4177327.54145	2594741.22197	4811959.23247	4051105.82008	2994096.12438	3010470.81032	4478606.73428	2844741.37996	4170854.74015	4589292.68706	4186627.00947	4475582.14435	4608347.56047	2740149.96975	2620534.45642	4588907.46917	4702160.18456	4414567.80581	4558983.47998	4637610.67249	3542197.55972	3129344.37707	3197484.05197	4454603.13450	10211980.99281	4329055.62909	2769386.07130	4380627.50455	2916937.95773	3143438.80609	2804789.57653	4411039.34949	4552686.94022	4473792.89443	3091666.08195	4361650.69351	2776161.33615	7660024.91042	4241703.10214	4551907.64955	4388120.15389	2875846.07319	4473425.49736	4365001.27352	4626067.98859	2802136.41711	4408533.50188	4634256.30390	4079953.26165	4624751.89352	3113786.36366	4536809.60406	4619059.25617	2925383.56268	4861997.65450	4747305.39388	4283869.88498	4437869.96197	4112749.68001	2611471.16473	4754754.72297	4471814.59587	4219715.23600	4460266.90788	4237971.19646	2896170.87225	4847354.43414	2916892.42031	3043183.90359	4389696.81607	2985271.42136	4428650.72390	4336542.88847	4364762.91892	3133550.54131	5709897.88987	4558398.22820	2860974.47131	2622022.57689	2831752.15065	4641155.69962	3069119.92717	4304222.96151	4343709.90060	3624740.26305	3172725.48162	2793860.93400	2697161.64969	3199473.94051	4572903.27687	4248808.80088	4533475.81555
128.959088120798_46.7593386	20970043.68967	43431922.58003	22959717.82427	59284720.44779	105169315.82660	14063685.65747	33234574.88244	26051894.10397	32444626.54658	81008433.98543	14647032.15939	11230801.42419	51275580.73186	56423155.48962	6894389.80589	13817797.16393	74129178.42732	30315634.11449	44998432.21424	17946779.69831	12432660.62118	27624272.90907	56304630.42350	36128988.73299	38902383.93968	27950435.79520	16155643.75360	29643517.49980	52873589.88645	66380048.12510	29216964.29806	10245890.15223	21662468.86358	63543819.57522	15142829.52706	254932816.40939	12149320.50722	17445586.43421	38221068.84794	22261407.12208	45695634.32399	54589258.52701	20458896.12131	70380852.50826	14078323.85051	35569836.38914	24286075.41126	24570457.84134	74137392.24518	14357997.14559	19865660.15186	25357128.73537	32908118.47855	77073145.22783	10698049.06086	15937821.31234	31433849.99383	72089411.27813	14646949.45369	53610085.25005	58853425.23269	3545462.71487	29359773.38180	10536366.36304	25381658.19338	7969008.01708	61445672.22780	26376211.48579	15024291.85570	15515627.72230	20212392.96177	58297978.23864	23619072.31489	30557345.59627	44299410.17501	50633057.01863	33111244.27509	4930501.07928	14971378.30743	40984603.31975	8809356.24292	14445867.02912	19738856.80150	29025956.40349	21334430.68006	70837722.57357	43437364.73177	18242496.76533	7399194.68998	46462152.83810	17360745.35551	67694316.55617	35622151.79868	34063048.31097	12632803.95011	7334493.54281	33134611.89365	26952917.34274	26284690.92496	57041192.05544	53706705.43514	50193647.94969	51358047.41290
